,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
0,N/A,N/A,a,N/A,N/A,N/A,N/A,N/A,47.39,118.75,N/A,5.09,4.25,19.84,6.91,4.44,14.32,22993800000.0,22500000000.0,23.99,2.48,4.88,20.02,4470000000.0,2410000000.0,1120000000.0,0.60,0.60,13.50,13.50,0.63,8.94,2140000000.0000002,3.23,14.00,13.50,1.55,0.25,87.86,0.25,0.00,0.00,0.25,71.25,322720000.0,N/A
1,N/A,N/A,aa,N/A,N/A,N/A,N/A,N/A,20.66,40.991379310344826,N/A,1.95,1.86,12.99,5.53,7.72,63.18,8806260000.0,8820000000.0,12.75,1.54,0.76,3.89,9320000000.0,1430000000.0,2270000000.0,1.16,1.16,25.10,25.10,1080000000.0,7.33,1400000000.0,1.30,24.41,1220000000.0,24.41,5.89,0.00,7490000.0,1.86,4.07,5760000.0,47.55,185200000.0,N/A
2,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,87.30,17.636082474226804,N/A,6.20,21.13,26.87,10.89,37.07,46.26,867324900000.0,917220000000.0,12.96,1.28,3.84,12.37,229230000000.0,88190000000.0,74170000000.0,50520000000.0,9.70,15.80,12.70,63600000000.0,15.21,122400000000.0,1.24,27.59,64660000000.0,1.3,0.06,63.00,42830000.0,1.46,0.82,33490000.000000004,171.07,5070000000.0,N/A
3,N/A,N/A,abbv,N/A,N/A,N/A,N/A,N/A,733.14,35.730303030303034,N/A,36.84,18.82,37.72,9.72,109.09,17.68,187476900000.0,214930000000.0,13.52,0.92,7.62,17.70,25640000000.0,19800000000.0,12140000000.0,5280000000.0,3.30,13.90,13.90,7040000000.0,6.16,37370000000.0,1.27,3.20,9960000000.0,1.48,0.09,74.30,15150000.0,2.3,1.07,12640000.0,117.91,1590000000.0,N/A
4,N/A,N/A,abc,N/A,N/A,N/A,N/A,N/A,161.32,22.300904977375563,N/A,7.49,0.63,1.30,3.61,39.23,712.08,21652871900.0,23550000000.0,13.32,1.75,0.15,9.57,153140000000.0,4550000000.0,2460000000.0,979090000.0,4.42,251.40,6.00,1500000000.0,13.83,4640000000.0,0.95,13.16,1940000000.0,1.12,26.11,69.46,10620000.0,4.39,6.65,11020000.0,98.57,219670000.0,N/A
5,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,89.79,218.48148148148147,N/A,3.33,1.74,10.73,2.85,1.36,15.74,103232500000.0,123390000000.0,18.38,1.80,4.51,20.71,20850000000.0,11830000000.0,5960000000.0,0.27,0.27,42.30,42.30,3200000000.0,5.5,27920000000.0,2.26,17.72,5570000000.0,1.72,0.72,73.55,13370000.0,2.44,0.78,12100000.0,58.99,1750000000.0,N/A
6,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,0.25,28.450354609929082,N/A,10.85,9.94,14.77,15.25,41.99,57.96,98950868200.0,96650000000.0,22.19,2.42,2.69,16.51,36770000000.0,11030000000.0,5850000000.0,3560000000.0,5.64,12.80,11.80,4970000000.0,5.97,25200000.0,1.25,14.79,4890000000.0,1.05,0.23,80.52,8860000.0,5.47,1.35,9210000.0,160.46,616670000.0,N/A
7,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,22.25,59.78994082840237,N/A,11.74,23.20,29.69,9.95,21.33,14.79,99343402200.0,95840000000.0,28.50,1.32,13.13,38.43,7300000000.0,6290000000.0,2490000000.0,1690000000.0,3.38,24.90,24.80,2910000000.0,11.84,1880000000.0,2.06,17.22,2910000000.0,1.04,0.41,88.94,5730000.0,1.79,1.16,4900000.0,202.09,491580000.0,N/A
8,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,77.26,42.710144927536234,N/A,3.21,14.24,30.02,6.58,9.49,14.75,32947754700.0,39390000000.0,15.84,2.30,7.71,18.61,5110000000.0,3060000000.0,2120000000.0,725020000.0,2.07,53.60,53.60,1110000000.0,2.84,7850000000.0,1.47,27.57,1110000000.0,1.17,0.38,88.87,7850000.0,4.24,2.56,0.38,88.41,372670000.0,N/A
9,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,40.78,15.096774193548386,N/A,1.28,2.62,2.49,2.37,9.01,106.90,23555610000.0,30790000000.0,13.76,0.51,0.51,12.64,62350000000.0,3680000000.0,2440000000.0,1600000000.0,2.79,92.00,5.76,1480000000.0,1.44,7490000000.0,1.59,32.88,2210000000.0,32.88,2.27,79.37,12400000.0,3.68,2.22,11680000.0,42.12,559250000.0,N/A
10,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,50.94,29.999999999999996,N/A,13.07,13.47,18.63,3.52,44.48,28.83,51463647000.0,51380000000.0,24.19,2.02,4.02,18.85,12380000000.0,5110000000.0,2730000000.0,1720000000.0,3.87,8.30,8.30,2130000000.0,4.01,0.10,1.06,8.88,1960000000.0,0.86,0.13,79.47,5740000.0,2.75,1.29,6350000.0,116.10,443270000.0,N/A
11,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,9.01,89.896,N/A,230.74,219770000.0,N/A,1690000000.0,1690000000.0,9.01,24751739900.0,25300000000.0,89.90,12.77,12.77,32.29,2029999999.9999998,1690000000.0,1590000000.0,1.25,1.25,5.20,5.20,169700000.0,6.6,1590000000.0,1.07,0.49,5.20,2.22,0.19,98.11,4680000.0,3.64,2.58,3650000.0,112.37,220270000.0,N/A
12,N/A,N/A,adt,N/A,N/A,N/A,N/A,N/A,387.34,14.5625,N/A,2.67,85010000.0,9.26,1500000000.0,1500000000.0,6.65,8725267500.0,18090000000.0,14.56,0.58,4.25,8.19,4260000000.0,1500000000.0,2210000000.0,0.8,0.8,4.40,4.40,170660000.0,0.27,10830000000.0,0.51,4.36,1500000000.0,4.36,1.16,86.66,10480000.0,3.4,7.61,13460000.0,11.65,748950000.0,N/A
13,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,114.92,25.42056074766355,N/A,1.84,8.47,23.60,3.60,7.26,25.46,13199616000.0,22070000000.0,17.16,2.75,3.57,9.16,6080000000.0,2690000000.0,2410000000.0,2.14,2.14,3.40,3.40,2120000000.0,0.04,8420000000.0,0.55,29.61,2100000000.0,0.07,0.40,70.91,6630000.0,5.35,3.05,6430000.0,54.40,242640000.0,N/A
14,N/A,N/A,aeo,N/A,N/A,N/A,N/A,N/A,20.44,20.670329670329668,N/A,2.86,4.50,8.62,10.89,14.12,20.44,3335201100.0,3010000000.0,13.83,0.82,0.82,6.28,3610000000.0,1370000000.0,479740000.0,164830000.0,0.91,2.10,2.10,365600000.0,1.45,0.61,1.68,6.57,350840000.0,0.66,5.87,89.75,18400000.0,6.13,12.66,17360000.0,18.81,177310000.0,N/A
15,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,124.56,16.858611825192803,N/A,1.76,12.40,22.25,3.35,10.80,31.36,32257490400.0,55380000000.0,15.96,3.03,3.59,10.20,16379999999.999998,9410000000.0,5430000000.0,1910000000.0,3.89,7.30,0.50,4520000000.0,1.17,22810000000.0,0.49,37.18,4280000000.0000005,37.18,0.03,73.59,1.5,0.00,0.00,1.5,65.58,491880000.0,N/A
16,N/A,N/A,aes,N/A,N/A,N/A,N/A,N/A,344.75,8.81896551724138,N/A,2.12,658690000.0,17.13,3.99,9.43,21.42,6755789700.0,26970000000.0,8.82,1.23,1.91,7.48,13590000000.0,2430000000.0,3600000000.0,1.16,1.16,2.50,2.50,2880000000.0,2.97,22030000000.0,0.99,4.82,2390000000.0,1.37,0.33,97.70,8250000.0,1.28,1.62,8189999.999999999,10.23,660390000.0,N/A
17,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,57.83,30.94542253521127,N/A,3.69,3.14,8.23,5.01,11.28,180.49,57466243800.0,61140000000.0,14.42,1.59,1.01,10.76,63160000000.0,16800000000.0,5690000000.0,1900000000.0,5.68,88.40,26.28,3720000000.0,19.45,9160000000.0,0.92,47.67,88.40,0.57,0.48,88.76,2610000.0,0.89,0.85,2430000.0,175.77,326940000.0,N/A
18,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,21.71,8.10948905109489,N/A,1.42,20.17,18.54,1.88,19.49,54.71,34704084800.0,40290000000.0,11.05,0.86,1.86,9.90,22560000000.0,8270000000.0,4070000000.0000005,4370000000.0,10.96,224.60,18.54,5990000000.0,4070000000.0000005,5290000000.0,21670000000.0,62.40,224.60,0.9,2.22,74.18,6770000.0,4.7,1.73,6060000.0,88.88,390460000.0,N/A
19,N/A,N/A,agn,N/A,N/A,N/A,N/A,N/A,40.73,9.614363307181653,N/A,0.76,330320000.0,N/A,12710000000.0,12710000000.0,47.76,52623279200.0,76670000000.0,9.61,1.39,4.81,10.55,14570000000.0,12710000000.0,7270000000.0,16.57,16.57,12.00,12.00,1430000000.0,19.52,30080000000.0,1.15,208.63,5870000000.0,1.3,0.24,91.38,8940000.0,1.67,2.67,7840000.0,159.31,330320000.0,N/A
20,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,48.15,9.947107438016529,N/A,0.83,901880000.0,3.30,0.20,15410000000.0,51.84,54310644600.0,73080000000.0,9.95,0.24,1.51,13.37,52370000000.0,15410000000.0,5470000000.0,6.05,6.05,12.50,12.50,2380000000.0,14.13,31640000000.0,0.59,72.49,12.50,1.17,0.09,88.88,25970000.0,4.94,2.83,21320000.0,60.18,902470000.0,N/A
21,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,232.68,19.387755102040817,N/A,3.86,31.83,23.17,2.33,18.24,6.35,5966760000.0,10220000000.0,70.37,11.89,10.30,17.37,995850000.0,639090000.0,588310000.0,306860000.0,1.96,62.20,1.70,377720000.0,0.49,4090000000.0,0.30,9.83,62.20,0.6,1.03,102.57,3520000.0,4.02,3.19,3890000.0,38.00,157020000.0,N/A
22,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,24.95,9.399361022364218,N/A,1.08,8.10,7.70,1.00,12.40,116.67,4631884800.0,4510000000.0,10.09,0.59,0.70,7.39,6420000000.0,1830000000.0,609700000.0,519600000.0,9.39,957.30,11.03,530400000.0,24.41,1070000000.0000001,0.93,81.47,530400000.0,0.28,0.83,96.00,856.45,1.76,1.74,634.61,88.26,52480000.0,N/A
23,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,20.02,52.63492063492063,N/A,3.41,8.72,15.76,5.49,6.68,14.59,11218027999.999998,11320000000.0,19.28,1.79,4.52,15.16,2340000000.0,1530000000.0,746840000.0,218320000.0,1.26,7.70,7.70,866300000.0,4.19,662910000.0,2.82,19.48,800980000.0,0.26,3.01,92.42,10460000.0,4.38,6.23,9530000.0,66.32,169150000.0,N/A
24,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,28.16,11.173444976076555,N/A,1.59,8.28,11.78,2.57,14.79,106.42,476391000.0,37030000000.0,10.79,0.58,0.96,7.37,36530000000.0,12460000000.0,5020000000.0,3070000000.0,8.36,53.90,6.10,3990000000.0,7.21,6350000000.0,0.44,58.61,4310000000.0,0.86,0.28,78.48,5100000.0,2.48,1.42,3820000.0,93.41,5100000.0,N/A
25,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,6.49,76.17647058823529,N/A,0.34,20770000.0,N/A,17480000.0,17480000.0,6.49,683501000.0,1720000000.0,76.18,7.05,5.27,14.96,326310000.0,17480000.0,92090000.0,0.34,0.34,8.80,8.80,16670000.000000002,0.26,92090000.0,0.52,0.34,17480000.0,0.34,30.04,50.31,52.99,0.05,0.28,30.04,25.90,26390000.0,N/A
26,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,36.33,59.441624365482234,N/A,2.93,12.48,27.69,4.58,5.04,15.86,25958728000.0,28090000000.0,13.89,0.93,7.91,19.10,3550000000.0,3100000000.0,1470000000.0,443300000.0,1.97,9.50,9.50,1120000000.0,6.69,3230000000.0,3.10,40.01,1120000000.0,1.04,0.53,96.85,4790000.0,1.91,2.52,5230000.0,117.10,221680000.0,N/A
27,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,62.37,21.101503759398497,N/A,6.97,18.54,27.53,15.24,35.40,14.48,58936500000.0,57680000000.0,12.15,0.67,3.73,12.31,14540000000.0,6530000000.0,4690000000.0,2870000000.0,2.66,28.20,28.20,3610000000.0,7.06,5300000000.0,2.96,8.06,4280000000.0000005,1.54,0.42,81.24,10950000.0,1.22,1.02,10710000.0,56.13,1050000000.0,N/A
28,N/A,N/A,amd,N/A,N/A,N/A,N/A,N/A,228.31,293.0,N/A,18.52,0.81,3.83,3.72,8.37,5.60,11307456000.0,11810000000.0,22.11,75.78,2.22,33.94,4269999999.9999995,1010000000.0,1400000000.0,0.04,0.04,33.80,33.80,0.09,1.23,1400000000.0,1.76,0.63,33.80,3.22,0.66,71.31,173100000.0,2.61,21.82,154970000.0,11.72,964800000.0,N/A
29,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,140.02,67.817843866171,N/A,5.22,8.66,45.89,8.32,7.18,31.26,131451760800.0,125920000000.0,13.00,3.31,5.51,10.12,22850000000.0,18780000000.0,12440000000.0,1980000000.0,2.69,82.83,82.83,11180000000.0,57.84,35340000000.0,5.49,34.95,11180000000.0,1.67,0.15,82.25,8029999.999999999,2.71,1.09,7900000.0,182.43,720560000.0,N/A
30,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,88.35,16.883474576271187,N/A,3.90,12.26,25.98,1.37,24.08,78.36,23577083400.0,26110000000.0,10.00,0.73,2.16,7.74,11730000000.0,9090000000.0,3370000000.0,1480000000.0,9.44,3.20,3.20,1970000000.0,17.87,5300000000.0,5.35,40.91,3.20,1.89,0.35,89.05,2340000.0,2.97,1.52,1750000.0,159.38,147930000.0,N/A
31,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,233.38,52.25855513307985,N/A,9.05,18.92,34.21,4.41,15.67,15.20,58942518400.0,78520000000.0,38.93,1.74,12.08,20.33,5790000000.0,616620000.0,3860000000.0,1130000000.0,2.63,25.50,11.00,2700000000.0,1.86,19270000000.0,0.87,15.19,2860000000.0,0.86,0.14,93.63,6860000.0,3.25,1.62,5550000.0,137.44,428860000.0,N/A
32,N/A,N/A,amzn,N/A,N/A,N/A,N/A,N/A,159.32,104.0650406504065,N/A,25.90,1.70,2.31,2.39,12.91,370.55,309830400000.0,714480000000.0,96.29,6.35,4.02,47.51,177870000000.0,65930000000.00001,15040000000.0,3030000000.0,6.15,142.90,38.20,18430000000.0,64.01,44150000000.0,1.04,57.25,18430000000.0,1.76,16.39,61.62,5600000.0,1.44,1.41,5930000.0,640.00,484110000.0,N/A
33,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,274.79,11.679458239277654,N/A,2.00,2.02,3.55,4.70,18.59,220.19,4750766800.0,11210000000.0,9.82,1.55,0.52,12.15,21530000000.0,3360000000.0,923400000.0,4.43,4.43,44.00,3.70,540100000.0,0.75,6510000000.0,0.85,25.88,540100000.0,1.24,13.21,99.06,11460000.0,9.2,18.00,13070000.0,51.74,91820000.0,N/A
34,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,26.66,44.5625,N/A,1.26,67590000.0,0.45,0.40,2029999999.9999998,48.88,1456659000.0,1320000000.0,44.56,3.82,0.40,6.28,3330000000.0,2029999999.9999998,209840000.0,0.48,0.48,26.80,4.50,184590000.0,6.74,311990000.0,2.08,17.04,192240000.0,0.6,0.75,108.89,5.5,0.05,0.00,1.23,21.39,68100000.0,N/A
35,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,128.36,29.59023354564756,N/A,7.64,12.26,14.76,3.50,8.55,38.68,34828563000.0,40080000000.0,15.28,1.40,4.01,17.52,11630000000.0,11630000000.0,2290000000.0,4.71,4.71,42.09,42.09,2330000000.0,5.11,5970000000.0,1.07,18.24,42.09,0.98,0.92,90.93,3180000.0,2.7,1.22,2820000.0,139.37,249900000.0,N/A
36,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,101.26,21.25714285714286,N/A,2.02,11.93,5.95,0.92,10.31,14.67,14170968000.000002,21330000000.0,27.56,3.82,3.82,8.23,5370000000.0,3670000000.0,2590000000.0,1.75,1.75,71.96,71.96,2430000000.0,4.85,8480000000.0,1.53,18.41,2560000000.0,1.62,0.17,101.06,25900000.0,7.24,6.82,26960000.0,37.20,380940000.0,N/A
37,N/A,N/A,apc,N/A,N/A,N/A,N/A,N/A,124.06,35.351851851851855,N/A,2.84,530720000.0,N/A,4970000000.0,4970000000.0,20.02,30495702300.0,44140000000.0,35.35,3.06,4.02,11.37,7870000000.0,4970000000.0,3880000000.0,1.62,1.62,18.00,18.00,2480000000.0,8.58,17110000000.0,1.73,20.15,4010000000.0,2.01,0.31,90.37,1.9,0.05,0.00,1.9,57.27,532490000.0,N/A
38,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,34.58,12.394757131842713,N/A,3.45,33.51,20.78,6.48,12.05,39.04,35196794400.0,36100000000.0,19.80,2.02,4.24,13.58,8189999999.999999,2430000000.0,2660000000.0,1040000000.0,12.97,17.70,17.70,2530000000.0,14.33,3570000000.0,2.92,46.66,1610000000.0,1.06,0.21,89.00,2720000.0,2.77,1.26,2430000.0,160.76,218940000.0,N/A
39,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,87.61,43.89320388349515,N/A,6.92,9.28,20.42,9.67,17.01,22.93,27608842800.0,29270000000.0,23.98,2.94,4.18,17.65,6290000000.0,2040000000.0,1660000000.0,650500000.0,2.06,17.70,17.70,1080000000.0,5.74,3540000000.0,2.95,13.06,1140000000.0,0.83,0.38,100.21,836.9,0.23,0.00,5680000.0,90.42,305340000.0,N/A
40,N/A,N/A,arna,N/A,N/A,N/A,N/A,N/A,28.74,62.4090909090909,N/A,7.40,39170000.0,N/A,108630000.0,108630000.0,3.32,1617119400.0,1370000000.0,39170000.0,0.66,12.92,240.11,123970000.0,108630000.0,5730000.0,0.66,0.66,26.78,26.78,10180000.0,7.1,62680000.0,4.42,5.57,26.78,2.71,0.26,74.69,2770000.0,5.53,11.21,2680000.0,41.19,39260000.0,N/A
41,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,83.53,12.758620689655173,N/A,1.87,124670000.0,5.52,2.35,162500000.0,32.02,3260810000.0,4650000000.0,12.76,0.48,1.32,13.07,3130000000.0,162500000.0,355500000.0,2.03,2.03,14.30,14.30,2200000.0,1.12,1540000000.0,2.69,13.82,22400000.0,2.54,18.00,0.00,8.1,0.03,0.00,1.5,25.90,125900000.0,N/A
42,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,46.40,195.05555555555557,N/A,5.62,3.89,19.08,4.63,2.94,9.31,53093342000.0,53300000000.0,23.33,1.67,7.60,23.93,6610000000.0,4210000000.0,2230000000.0,0.36,0.36,1.40,1.40,2150000000.0,6.23,4390000000.0,1.78,12.50,2210000000.0,0.77,7.53,89.14,15730000.0,2.46,2.51,12330000.0,70.22,756100000.0,N/A
43,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,70.52,24.570078740157484,N/A,2.07,40.05,37.74,2.85,8.52,15.88,21544801800.0,29710000000.0,33.06,14.10,13.57,21.29,2049999999.9999998,2049999999.9999998,1400000000.0,876920000.0,6.35,14.10,14.10,1140000000.0,0.49,7330000000.0,2190000000.0,75.22,14.10,0.39,0.27,96.35,3630000.0,6.26,3.58,3480000.0,156.02,138090000.0,N/A
44,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,151.18,37.35463258785943,N/A,10.05,4.26,10.42,9.03,28.58,73.40,10293636800.0,12040000000.0,18.24,1.64,1.82,13.87,6090000000.0,1700000000.0,867700000.0,281800000.0,3.13,11.90,11.90,585300000.0,2.5,1580000000.0,1.13,11.64,650100000.0,1.26,0.47,89.34,1590000.0,2.29,2.02,1900000.0,116.92,88040000.0,N/A
45,N/A,N/A,axp,N/A,N/A,N/A,N/A,N/A,339.71,32.82828282828282,N/A,4.59,8.98,24.82,1.61,14.13,34.50,1121250000.0,112480000000.0,12.31,1.36,3.69,21.70,33820000000.0,2029999999.9999998,61920000000.0,2630000000.0,2.97,8.30,8.30,8220000000.000001,38.42,61920000000.0,1.77,21.22,13540000000.0,0.93,0.25,85.67,11500000.0,3.38,1.54,14010000.0,97.50,11500000.0,N/A
46,N/A,N/A,azo,N/A,N/A,N/A,N/A,N/A,391.79,16.06363027461487,N/A,1.00,11.66,18.98,14.40,5740000000.0,391.79,19678051500.0,24190000000.0,12.74,1.34,2.20,10.00,10890000000.0,5740000000.0,2420000000.0,1280000000.0,44.79,6.80,4.90,1570000000.0,10.99,4980000000.0,0.93,1.00,1730000000.0,0.62,0.68,98.52,0.68,0.00,0.00,0.68,719.49,27350000.0,N/A
47,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,155.01,26.23752792256143,N/A,586.31,8.78,10.76,6.89,17330000000.0,155.01,207366221300.0,209070000000.0,21.24,1.58,2.24,17.25,93390000000.0,17330000000.0,12120000000.0,8189999999.999999,13.43,99.90,8.90,13340000000.0,16.98,11120000000.0,1.16,0.60,13340000000.0,1.65,0.10,72.04,6220000.0,2.04,1.13,6630000.0,352.37,588490000.0,N/A
48,N/A,N/A,bac,N/A,N/A,N/A,N/A,N/A,8.23,20.42948717948718,N/A,1.34,21.72,34.80,0.82,6.83,8.23,327942300000.0,182980000000.0,11.10,0.85,2.18,28.80,93660000000.0,54220000000.0,471230000000.0,16620000000.000002,1.56,1.10,1.10,18310000000.0,59.76,471230000000.0,83960000000.0,23.80,1.10,1.59,0.07,70.69,121670000.0,1.9,1.22,128020000.00000001,31.87,10290000000.0,N/A
49,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,36.98,51.97674418604651,N/A,3.86,6.79,14.31,8.16,8.16,19.45,36530851500.0,36510000000.0,21.29,1.84,3.46,16.23,10160000000.0,4110000000.0000005,2250000000.0,1.29,1.29,4.90,4.90,1650000000.0,6.45,3500000000.0,10560000000.0,17.38,4.90,0.87,0.12,87.07,4780000.0,1.98,0.89,5540000.0,67.05,544830000.0,N/A
50,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,54.28,6.303977272727273,N/A,1.12,4.11,7.16,7.55,18.63,86.22,3160077900.0,4200000000.0,7.95,0.34,0.34,3.58,12220000000.0,4580000000.0,1170000000.0,499540000.0,3.52,36.60,36.60,1040000000.0,3.28,1490000000.0,1.67,19.90,789450000.0,0.95,3.51,94.71,22930000.0,6.48,16.47,3.51,22.19,142410000.0,N/A
51,N/A,N/A,bbt,N/A,N/A,N/A,N/A,N/A,13.48,20.105839416058394,N/A,1.62,22.23,38.33,1.10,8.10,13.48,43080930900.0,68569999999.99999,12.96,1.98,6.37,13.40,11540000000.0,6400000000.0,28590000000.0,2220000000.0,2.74,7.20,5.10,2670000000.0,3.47,28590000000.0,10770000000.0,34.01,7.20,1.15,0.38,63.92,0.38,0.00,0.00,0.38,55.09,782010000.0,N/A
52,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,32.08,17.786432160804022,N/A,5.05,3.09,4.62,7.92,29.53,131.42,20694040700.0,18850000000.0,15.22,1.02,0.47,7.47,39400000000.0,9440000000.0,2520000000.0,1240000000.0,3.98,29.20,4.20,2540000000.0,12.01,1330000000.0,1.25,14.03,2340000000.0,0.18,14.81,87.87,33930000.0,10.33,17.04,31910000.0,70.79,292330000.0,N/A
53,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,107.30,169.53488372093022,N/A,2.74,3.28,18.51,3.56,2.79,54.89,58226688000.0,80120000000.0,17.32,1.43,6.54,23.67,12090000000.0,5940000000.0,3380000000.0,1.29,1.29,5.40,5.40,2550000000.0,4.54,22800000000.0,1.54,79.80,2560000000.0,1.08,0.25,85.66,12530000.0,9.14,5.96,13730000.0,218.70,266240000.0,N/A
54,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,7.67,32.831932773109244,N/A,1.84,10.44,35.22,8.28,5.84,11.61,21554919000.0,10190000000.0,11.56,1.98,1.58,4.43,6340000000.0,6340000000.0,2300000000.0,662800000.0,1.19,3.50,3.50,1140000000.0,22.61,1100000000.0,5.76,21.28,1010000000.0,1.44,41.68,47.83,8560000.0,3.68,2.54,8130000.000000001,39.07,551700000.0,N/A
55,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,133.82,35.270833333333336,N/A,15.80,23.69,34.43,13.93,50.78,8.17,14578761600.0,28730000000.0,30.50,3.18,9.15,25.16,2990000000.0,2020000000.0,1140000000.0,1.92,1.92,24.00,10.10,1070000000.0000001,0.55,2200000000.0,2.53,4.29,24.00,0.72,8.2,8.2,3910000.0,8.2,3.60,3870000.0,67.72,215280000.0,N/A
56,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,65.75,13.818639798488665,N/A,4.06,3.36,5.28,9.31,31.52,119.94,2305765800.0,2630000000.0,11.24,0.84,0.50,6.91,5200000000.0,2100000000.0,380970000.0,175040000.0,3.97,233.30,0.50,311930000.0,1.38,371900000.0,1.66,13.52,297460000.0,0.62,1.13,127.17,1.13,0.00,0.00,1.13,54.86,42030000.0,N/A
57,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,47.14,24.001677852348994,N/A,4.80,20.69,46.36,15.29,21.60,57.73,60527316000.00001,10.84,10.84,1.68,5.21,9.50,12270000000.0,10640000000.0,6740000000.0,2540000000.0,11.92,15.10,15.10,4550000000.0,17.44,5940000000.0,2.34,59.63,4550000000.0,0.89,0.29,91.52,3400000.0,2.2,1.60,2560000.0,286.10,211560000.0,N/A
58,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,15.05,15.174731182795698,N/A,1.52,26.27,31.64,1.17,10.12,15.05,57014500000.0,12.71,12.71,1.48,19.31,19.31,15170000000.0,15170000000.0,69430000000.0,3870000000.0,3.72,40.40,0.00,6250000000.0,141.13,69430000000.0,15570000000.0,37.21,40.40,1.06,0.00,0.00,14050000.0,2.96,1.40,15740000.0,56.45,1010000000.0,N/A
59,N/A,N/A,bks,N/A,N/A,N/A,N/A,N/A,47.04,20.0,N/A,0.62,0.42,1.15,1.22,3.06,52.19,319660000.0,572940000.0,13.33,1.72,0.15,4.33,3890000000.0,1210000000.0,132229999.99999999,15750000.0,0.22,30.84,30.84,145240000.0,0.16,242830000.0,1.11,7.11,90480000.0,1.3,24.58,70.44,24.58,0.00,0.00,24.58,4.40,72650000.0,N/A
60,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,16.44,17.980813761164406,N/A,2.92,39.79,42.21,16.76,16.76,77.03,87148974799.99998,85500000000.0,17.05,1.13,6.84,15.47,10950000000.0,10950000000.0,5530000000.0,4970000000.0,30.23,174.40,20.00,2150000000.0,42.75,12490000000.0,12490000000.0,185.91,174.40,1.72,3.63,88.47,1450000.0,3.37,1.16,1610000.0,543.56,160330000.0,N/A
61,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,171.24,34.94642857142857,N/A,3.36,3.63,9.31,3.83,10.64,31.36,13701348400.0,20230000000.0,14.23,1.61,1.84,11.55,9060000000.0,1760000000.0,1750000000.0,1.12,1.12,252.60,11.60,1530000000.0,1.28,6970000000.0,0.92,11.64,1480000000.0,0.8,0.83,91.30,22310000.0,8.88,6.43,22710000.0,39.14,350060000.0,N/A
